序号,NEW_TYPE,大类,中类,小类,Big Category,Mid Category,Sub Category,权重,评价规则
700,160122,金融保险服务,银行,香港恒生银行,Finance & Insurance Service,Bank,Hong Kong Hang Seng Bank,0.85,优质资源
701,160123,金融保险服务,银行,东亚银行,Finance & Insurance Service,Bank,Bank of East Asia,0.85,优质资源
702,160124,金融保险服务,银行,花旗银行,Finance & Insurance Service,Bank,Citibank,0.9,国际品牌
703,160125,金融保险服务,银行,渣打银行,Finance & Insurance Service,Bank,Standard Chartered Bank,0.9,国际品牌
704,160126,金融保险服务,银行,汇丰银行,Finance & Insurance Service,Bank,HSBC,0.9,国际品牌
705,160127,金融保险服务,银行,荷兰银行,Finance & Insurance Service,Bank,ABN AMRO Bank,0.85,国际品牌
706,160128,金融保险服务,银行,美国运通银行,Finance & Insurance Service,Bank,American Express Bank,0.85,国际品牌
707,160129,金融保险服务,银行,瑞士友邦银行,Finance & Insurance Service,Bank,AIG Private Bank,0.85,国际品牌
708,160130,金融保险服务,银行,美国银行,Finance & Insurance Service,Bank,Bank of America,0.9,国际品牌
709,160131,金融保险服务,银行,蒙特利尔银行,Finance & Insurance Service,Bank,Bank of Montreal,0.85,国际品牌
710,160132,金融保险服务,银行,纽约银行,Finance & Insurance Service,Bank,Bank of New York,0.85,国际品牌
711,160133,金融保险服务,银行,苏格兰皇家银行,Finance & Insurance Service,Bank,The Royal Bank of Scotland,0.85,国际品牌
712,160134,金融保险服务,银行,法国兴业银行,Finance & Insurance Service,Bank,Societe Generale Bank,0.85,国际品牌
713,160135,金融保险服务,银行,德意志银行,Finance & Insurance Service,Bank,Deutsche Bank,0.9,国际品牌
714,160136,金融保险服务,银行,日本三菱东京日联银行,Finance & Insurance Service,Bank,Bank of Tokyo-Mitsubishi UFJ,0.85,国际品牌
715,160137,金融保险服务,银行,巴克莱银行,Finance & Insurance Service,Bank,Barclays Bank,0.85,国际品牌
716,160138,金融保险服务,银行,摩根大通银行,Finance & Insurance Service,Bank,JPMorgan Chase Bank,0.9,国际品牌
717,160139,金融保险服务,银行,中国邮政储蓄银行,Finance & Insurance Service,Bank,Postal Savings Bank of China,0.9,重要资源
718,160140,金融保险服务,银行,香港星展银行,Finance & Insurance Service,Bank,DBS,0.85,优质资源
719,160141,金融保险服务,银行,南洋商业银行,Finance & Insurance Service,Bank,Nanyang Commercial Bank,0.8,普通资源
720,160142,金融保险服务,银行,上海商业银行,Finance & Insurance Service,Bank,Shanghai Commercial Bank,0.8,普通资源
721,160143,金融保险服务,银行,永亨银行,Finance & Insurance Service,Bank,Wing Hang Bank,0.8,普通资源
722,160144,金融保险服务,银行,香港永隆银行,Finance & Insurance Service,Bank,Wing Lung Bank,0.8,普通资源
723,160145,金融保险服务,银行,创兴银行,Finance & Insurance Service,Bank,Chong Hing Bank,0.8,普通资源
724,160146,金融保险服务,银行,大新银行,Finance & Insurance Service,Bank,Dah Sing Bank,0.8,普通资源
725,160147,金融保险服务,银行,中信银行(国际),Finance & Insurance Service,Bank,China CITIC Bank International,0.85,优质资源
726,160148,金融保险服务,银行,大众银行(香港),Finance & Insurance Service,Bank,Public Bank (Hong Kong),0.8,普通资源
727,160149,金融保险服务,银行,北京农商银行,Finance & Insurance Service,Bank,Beijing Rural Commercial Bank,0.8,普通资源
728,160150,金融保险服务,银行,上海农商银行,Finance & Insurance Service,Bank,Shanghai Rural Commercial Bank,0.8,普通资源
729,160151,金融保险服务,银行,广州农商银行,Finance & Insurance Service,Bank,Guangzhou Rural Commercial Bank,0.8,普通资源
730,160152,金融保险服务,银行,深圳农村商业银行,Finance & Insurance Service,Bank,Shenzhen Rural Commercial Bank,0.8,普通资源
731,160200,金融保险服务,银行相关,银行相关,Finance & Insurance Service,Bank Related,Bank Related,0,不评价
732,160300,金融保险服务,自动提款机,自动提款机,Finance & Insurance Service,ATM,ATM,0.8,便利设施
733,160301,金融保险服务,自动提款机,中国银行ATM,Finance & Insurance Service,ATM,Bank of China ATM,0.85,知名品牌
734,160302,金融保险服务,自动提款机,中国工商银行ATM,Finance & Insurance Service,ATM,ICBC ATM,0.85,知名品牌
735,160303,金融保险服务,自动提款机,中国建设银行ATM,Finance & Insurance Service,ATM,China Construction Bank ATM,0.85,知名品牌
736,160304,金融保险服务,自动提款机,中国农业银行ATM,Finance & Insurance Service,ATM,Agricultural Bank of China ATM,0.85,知名品牌
737,160305,金融保险服务,自动提款机,交通银行ATM,Finance & Insurance Service,ATM,Bank of Communications ATM,0.8,普通品牌
738,160306,金融保险服务,自动提款机,招商银行ATM,Finance & Insurance Service,ATM,China Merchants Bank ATM,0.8,普通品牌
739,160307,金融保险服务,自动提款机,华夏银行ATM,Finance & Insurance Service,ATM,Huaxia Bank ATM,0.75,普通品牌
740,160308,金融保险服务,自动提款机,中信银行ATM,Finance & Insurance Service,ATM,China CITIC Bank ATM,0.8,普通品牌
741,160309,金融保险服务,自动提款机,中国民生银行ATM,Finance & Insurance Service,ATM,China Minsheng Bank ATM,0.75,普通品牌
742,160310,金融保险服务,自动提款机,中国光大银行ATM,Finance & Insurance Service,ATM,China Everbright Bank ATM,0.75,普通品牌
743,160311,金融保险服务,自动提款机,上海银行ATM,Finance & Insurance Service,ATM,Bank of Shanghai ATM,0.75,普通品牌
744,160312,金融保险服务,自动提款机,上海浦东发展银行ATM,Finance & Insurance Service,ATM,Shanghai Pudong Development Bank ATM,0.75,普通品牌
745,160314,金融保险服务,自动提款机,平安银行ATM,Finance & Insurance Service,ATM,Ping An Bank ATM,0.8,普通品牌
746,160315,金融保险服务,自动提款机,兴业银行ATM,Finance & Insurance Service,ATM,Industrial Bank ATM,0.75,普通品牌
747,160316,金融保险服务,自动提款机,北京银行ATM,Finance & Insurance Service,ATM,Bank of Beijing ATM,0.75,普通品牌
748,160317,金融保险服务,自动提款机,广发银行ATM,Finance & Insurance Service,ATM,CGB ATM,0.75,普通品牌
749,160318,金融保险服务,自动提款机,农村商业银行ATM,Finance & Insurance Service,ATM,Rural Commercial Bank ATM,0.7,普通品牌
750,160319,金融保险服务,自动提款机,香港恒生银行ATM,Finance & Insurance Service,ATM,Hong Kong Hang Seng Bank ATM,0.8,普通品牌
751,160320,金融保险服务,自动提款机,东亚银行ATM,Finance & Insurance Service,ATM,Bank of East Asia ATM,0.8,普通品牌
752,160321,金融保险服务,自动提款机,花旗银行ATM,Finance & Insurance Service,ATM,Citibank ATM,0.85,国际品牌
753,160322,金融保险服务,自动提款机,渣打银行ATM,Finance & Insurance Service,ATM,Standard Chartered Bank ATM,0.85,国际品牌
754,160323,金融保险服务,自动提款机,汇丰银行ATM,Finance & Insurance Service,ATM,HSBC ATM,0.85,国际品牌
755,160324,金融保险服务,自动提款机,荷兰银行ATM,Finance & Insurance Service,ATM,ABN AMRO Bank ATM,0.8,国际品牌
756,160325,金融保险服务,自动提款机,美国运通银行ATM,Finance & Insurance Service,ATM,American Express Bank ATM,0.8,国际品牌
757,160326,金融保险服务,自动提款机,瑞士友邦银行ATM,Finance & Insurance Service,ATM,AIG Private Bank ATM,0.8,国际品牌
758,160327,金融保险服务,自动提款机,美国银行ATM,Finance & Insurance Service,ATM,Bank of America ATM,0.85,国际品牌
759,160328,金融保险服务,自动提款机,蒙特利尔银行ATM,Finance & Insurance Service,ATM,Bank of Montreal ATM,0.8,国际品牌
760,160329,金融保险服务,自动提款机,纽约银行ATM,Finance & Insurance Service,ATM,Bank of New York ATM,0.8,国际品牌
761,160330,金融保险服务,自动提款机,苏格兰皇家银行ATM,Finance & Insurance Service,ATM,The Royal Bank of Scotland ATM,0.8,国际品牌
762,160331,金融保险服务,自动提款机,法国兴业银行ATM,Finance & Insurance Service,ATM,Societe Generale Bank ATM,0.8,国际品牌
763,160332,金融保险服务,自动提款机,德意志银行ATM,Finance & Insurance Service,ATM,Deutsche Bank ATM,0.85,国际品牌
764,160333,金融保险服务,自动提款机,日本三菱东京日联银行ATM,Finance & Insurance Service,ATM,Bank of Tokyo-Mitsubishi UFJ ATM,0.8,国际品牌
765,160334,金融保险服务,自动提款机,巴克莱银行ATM,Finance & Insurance Service,ATM,Barclays Bank ATM,0.8,国际品牌
766,160335,金融保险服务,自动提款机,摩根大通银行ATM,Finance & Insurance Service,ATM,JPMorgan Chase Bank ATM,0.85,国际品牌
767,160336,金融保险服务,自动提款机,中国邮政储蓄银行ATM,Finance & Insurance Service,ATM,Postal Savings Bank of China ATM,0.8,普通品牌
768,160337,金融保险服务,自动提款机,香港星展银行ATM,Finance & Insurance Service,ATM,DBS ATM,0.8,普通品牌
769,160338,金融保险服务,自动提款机,南洋商业银行ATM,Finance & Insurance Service,ATM,Nanyang Commercial Bank ATM,0.75,普通品牌
770,160339,金融保险服务,自动提款机,上海商业银行ATM,Finance & Insurance Service,ATM,Shanghai Commercial Bank ATM,0.75,普通品牌
771,160340,金融保险服务,自动提款机,永亨银行ATM,Finance & Insurance Service,ATM,Wing Hang Bank ATM,0.75,普通品牌
772,160341,金融保险服务,自动提款机,香港永隆银行ATM,Finance & Insurance Service,ATM,Wing Lung Bank ATM,0.75,普通品牌
773,160342,金融保险服务,自动提款机,创兴银行ATM,Finance & Insurance Service,ATM,Chong Hing Bank ATM,0.75,普通品牌
774,160343,金融保险服务,自动提款机,大新银行ATM,Finance & Insurance Service,ATM,Dah Sing Bank ATM,0.75,普通品牌
775,160344,金融保险服务,自动提款机,中信银行(国际)ATM,Finance & Insurance Service,ATM,China CITIC Bank International ATM,0.8,普通品牌
776,160345,金融保险服务,自动提款机,大众银行(香港)ATM,Finance & Insurance Service,ATM,Public Bank (Hong Kong) ATM,0.75,普通品牌
777,160346,金融保险服务,自动提款机,北京农商银行ATM,Finance & Insurance Service,ATM,Beijing Rural Commercial Bank ATM,0.75,普通品牌
778,160347,金融保险服务,自动提款机,上海农商银行ATM,Finance & Insurance Service,ATM,Shanghai Rural Commercial Bank ATM,0.75,普通品牌
779,160348,金融保险服务,自动提款机,广州农商银行ATM,Finance & Insurance Service,ATM,Guangzhou Rural Commercial Bank ATM,0.75,普通品牌
780,160349,金融保险服务,自动提款机,深圳农村商业银行ATM,Finance & Insurance Service,ATM,Shenzhen Rural Commercial Bank ATM,0.75,普通品牌
781,160400,金融保险服务,保险公司,保险公司,Finance & Insurance Service,Insurance Company,Insurance Company,0.8,金融服务
782,160401,金融保险服务,保险公司,中国人民保险公司,Finance & Insurance Service,Insurance Company,The People's Insurance Company of China,0.85,知名品牌
783,160402,金融保险服务,保险公司,中国人寿保险公司,Finance & Insurance Service,Insurance Company,China Life Insurance Company,0.85,知名品牌
784,160403,金融保险服务,保险公司,中国平安保险公司,Finance & Insurance Service,Insurance Company,Ping An Insurance Company of China,0.85,知名品牌
785,160404,金融保险服务,保险公司,中国再保险公司,Finance & Insurance Service,Insurance Company,China Reinsurance Company,0.8,普通品牌
786,160405,金融保险服务,保险公司,中国太平洋保险,Finance & Insurance Service,Insurance Company,China Pacific Insurance Company,0.85,知名品牌
787,160406,金融保险服务,保险公司,新华人寿保险公司,Finance & Insurance Service,Insurance Company,New China Life Insurance Company,0.8,普通品牌
788,160407,金融保险服务,保险公司,华泰财产保险股份有限公司,Finance & Insurance Service,Insurance Company,Huatai Property Insurance Company Ltd.,0.75,普通品牌
789,160408,金融保险服务,保险公司,泰康人寿保险公司,Finance & Insurance Service,Insurance Company,Taikang Life Insurance Company,0.8,普通品牌
790,160500,金融保险服务,证券公司,证券公司,Finance & Insurance Service,Securities Company,Securities Company,0.75,金融服务
791,160501,金融保险服务,证券公司,证券营业厅,Finance & Insurance Service,Securities Company,Office of Securities Business,0.75,金融服务
792,160600,金融保险服务,财务公司,财务公司,Finance & Insurance Service,Finance Company,Finance Company,0.7,专业服务
793,170000,公司企业,公司企业,公司企业,Enterprises,Enterprises,Enterprises,-0.3,潜在噪音
794,170100,公司企业,知名企业,知名企业,Enterprises,Famous Enterprise,Famous Enterprise,-0.2,潜在噪音
795,170200,公司企业,公司,公司,Enterprises,Company,Company,-0.3,潜在噪音
796,170201,公司企业,公司,广告装饰,Enterprises,Company,Advertisement and Decoration,-0.2,普通企业
797,170202,公司企业,公司,建筑公司,Enterprises,Company,Construction Company,-0.4,潜在噪音
798,170203,公司企业,公司,医药公司,Enterprises,Company,Medical Company,-0.2,普通企业
799,170204,公司企业,公司,机械电子,Enterprises,Company,Machinery and Electronics,-0.3,潜在噪音
800,170205,公司企业,公司,冶金化工,Enterprises,Company,Chemical and Metallurgy,-0.5,严重负面
801,170206,公司企业,公司,网络科技,Enterprises,Company,Network Science and Technology,-0.1,普通企业
802,170207,公司企业,公司,商业贸易,Enterprises,Company,Commercial Trade,-0.1,普通企业
803,170208,公司企业,公司,电信公司,Enterprises,Company,Telecommunication Company,-0.1,普通企业
804,170209,公司企业,公司,矿产公司,Enterprises,Company,Mining Company,-0.5,严重负面
805,170300,公司企业,工厂,工厂,Enterprises,Factory,Factory,-0.6,严重负面
806,170400,公司企业,农林牧渔基地,其它农林牧渔基地,Enterprises,Farming，Forestry，Animal Husbandry and Fishery Base,Other Farming，Forestry，Animal Husbandry and Fishery Base,-0.3,潜在异味
807,170401,公司企业,农林牧渔基地,渔场,Enterprises,Farming，Forestry，Animal Husbandry and Fishery Base,Fishing Farm,-0.4,潜在异味
808,170402,公司企业,农林牧渔基地,农场,Enterprises,Farming，Forestry，Animal Husbandry and Fishery Base,Farm,-0.3,潜在异味
809,170403,公司企业,农林牧渔基地,林场,Enterprises,Farming，Forestry，Animal Husbandry and Fishery Base,Forest Farm,-0.2,普通设施
810,170404,公司企业,农林牧渔基地,牧场,Enterprises,Farming，Forestry，Animal Husbandry and Fishery Base,Pasture,-0.4,潜在异味
811,170405,公司企业,农林牧渔基地,家禽养殖基地,Enterprises,Farming，Forestry，Animal Husbandry and Fishery Base,Poultry Breeding Base,-0.5,严重异味
812,170406,公司企业,农林牧渔基地,蔬菜基地,Enterprises,Farming，Forestry，Animal Husbandry and Fishery Base,Vegetable Planting Base,-0.3,潜在农药
813,170407,公司企业,农林牧渔基地,水果基地,Enterprises,Farming，Forestry，Animal Husbandry and Fishery Base,Fruit Cultivation Base,-0.2,普通设施
814,170408,公司企业,农林牧渔基地,花卉苗圃基地,Enterprises,Farming，Forestry，Animal Husbandry and Fishery Base,Flower Nurserey Base,-0.1,普通设施
815,180000,道路附属设施,道路附属设施,道路附属设施,Road Furniture,Road Furniture,Road Furniture,0,不评价
816,180100,道路附属设施,警示信息,警示信息,Road Furniture,Warning Sign,Warning Sign,0,不评价
817,180101,道路附属设施,警示信息,摄像头,Road Furniture,Warning Sign,Camera,0,不评价
818,180102,道路附属设施,警示信息,测速设施,Road Furniture,Warning Sign,Speed Sensor,0,不评价
819,180103,道路附属设施,警示信息,铁路道口,Road Furniture,Warning Sign,Railway Crossing,-0.6,严重噪音
820,180104,道路附属设施,警示信息,违章停车,Road Furniture,Warning Sign,Illegal Parking,0,不评价
821,180200,道路附属设施,收费站,收费站,Road Furniture,Toll Gate,Toll Gate,-0.4,潜在拥堵
822,180201,道路附属设施,收费站,高速收费站,Road Furniture,Toll Gate,Expressway Toll Gate,-0.5,严重拥堵
823,180202,道路附属设施,收费站,国省道收费站,Road Furniture,Toll Gate,National and Provincial Road Toll Gate,-0.4,潜在拥堵
824,180203,道路附属设施,收费站,桥洞收费站,Road Furniture,Toll Gate,Tunnel & Bridge Toll Gate,-0.3,普通拥堵
825,180300,道路附属设施,服务区,高速服务区,Road Furniture,Service Area,Expressway Service Area,0.6,便利设施
826,180301,道路附属设施,服务区,高速加油站服务区,Road Furniture,Service Area,Expressway Filling Station Service Area,0.65,便利设施
827,180302,道路附属设施,服务区,高速停车区,Road Furniture,Service Area,Expressway Parking Area,0.6,便利设施
828,180400,道路附属设施,红绿灯,红绿灯,Road Furniture,Traffic Light,Traffic Light,0,不评价
829,180500,道路附属设施,路牌信息,路牌信息,Road Furniture,Signpost,Signpost,0,不评价
830,190000,地名地址信息,地名地址信息,地名地址信息,Place Name & Address,Place Name & Address,Place Name & Address,0,不评价
831,190100,地名地址信息,普通地名,普通地名,Place Name & Address,Normal Place Name,Normal Place Name,0,不评价
832,190101,地名地址信息,普通地名,国家名,Place Name & Address,Normal Place Name,Country Name,0,不评价
833,190102,地名地址信息,普通地名,省级地名,Place Name & Address,Normal Place Name,Provincial Place Name,0,不评价
834,190103,地名地址信息,普通地名,直辖市级地名,Place Name & Address,Normal Place Name,Municipal Place Name,0,不评价
835,190104,地名地址信息,普通地名,地市级地名,Place Name & Address,Normal Place Name,Prefecture-level Place Name,0,不评价
836,190105,地名地址信息,普通地名,区县级地名,Place Name & Address,Normal Place Name,District/County-level Place Name,0,不评价
837,190106,地名地址信息,普通地名,乡镇级地名,Place Name & Address,Normal Place Name,Township-level Place Name,0,不评价
838,190107,地名地址信息,普通地名,街道级地名,Place Name & Address,Normal Place Name,Subdistrict-level Place Name,0,不评价
839,190108,地名地址信息,普通地名,村庄级地名,Place Name & Address,Normal Place Name,Village-level Place Name,0,不评价
840,190109,地名地址信息,普通地名,村组级地名,Place Name & Address,Normal Place Name,Village Team-level Place Name,0,不评价
841,190200,地名地址信息,自然地名,自然地名,Place Name & Address,Natural Place Name,Natural Place Name,0,不评价
842,190201,地名地址信息,自然地名,海湾海峡,Place Name & Address,Natural Place Name,Gulf and Strait,0,不评价
843,190202,地名地址信息,自然地名,岛屿,Place Name & Address,Natural Place Name,Island,0,不评价
844,190203,地名地址信息,自然地名,山,Place Name & Address,Natural Place Name,Mountain,0,不评价
845,190204,地名地址信息,自然地名,河流,Place Name & Address,Natural Place Name,River,0,不评价
846,190205,地名地址信息,自然地名,湖泊,Place Name & Address,Natural Place Name,Lake,0,不评价
847,190206,地名地址信息,自然地名,丘陵,Place Name & Address,Natural Place Name,Hill,0,不评价
848,190207,地名地址信息,自然地名,山地,Place Name & Address,Natural Place Name,Mountainous Region,0,不评价
849,190208,地名地址信息,自然地名,冰川,Place Name & Address,Natural Place Name,Glacier,0,不评价
850,190209,地名地址信息,自然地名,高原,Place Name & Address,Natural Place Name,Plateau,0,不评价
851,190210,地名地址信息,自然地名,平原,Place Name & Address,Natural Place Name,Plain,0,不评价
852,190211,地名地址信息,自然地名,盆地,Place Name & Address,Natural Place Name,Basin,0,不评价
853,190212,地名地址信息,自然地名,沙漠,Place Name & Address,Natural Place Name,Desert,0,不评价
854,190213,地名地址信息,自然地名,峡谷,Place Name & Address,Natural Place Name,Canyon,0,不评价
855,190214,地名地址信息,自然地名,溪谷,Place Name & Address,Natural Place Name,Valley,0,不评价
856,190215,地名地址信息,自然地名,海沟,Place Name & Address,Natural Place Name,Oceanic Trench,0,不评价
857,190216,地名地址信息,自然地名,半岛,Place Name & Address,Natural Place Name,Peninsula,0,不评价
858,190217,地名地址信息,自然地名,湾,Place Name & Address,Natural Place Name,Bay,0,不评价
859,190218,地名地址信息,自然地名,洋,Place Name & Address,Natural Place Name,Ocean,0,不评价
860,190219,地名地址信息,自然地名,三角洲,Place Name & Address,Natural Place Name,Delta,0,不评价
861,190220,地名地址信息,自然地名,山脉,Place Name & Address,Natural Place Name,Mountain Range,0,不评价
862,190300,地名地址信息,交通地名,交通地名,Place Name & Address,Transportation Place Name,Transportation Place Name,0,不评价
863,190301,地名地址信息,交通地名,道路名,Place Name & Address,Transportation Place Name,Road Name,0,不评价
864,190302,地名地址信息,交通地名,路口名,Place Name & Address,Transportation Place Name,Name of Intersection,0,不评价
865,190303,地名地址信息,交通地名,环岛名,Place Name & Address,Transportation Place Name,Name of Roundabout,0,不评价
866,190304,地名地址信息,交通地名,高速路出口,Place Name & Address,Transportation Place Name,Expressway Exit,-0.4,潜在噪音
867,190305,地名地址信息,交通地名,高速路入口,Place Name & Address,Transportation Place Name,Expressway Entrance,-0.4,潜在噪音
868,190306,地名地址信息,交通地名,立交桥,Place Name & Address,Transportation Place Name,Motorway Interchange,-0.5,严重噪音
869,190307,地名地址信息,交通地名,桥,Place Name & Address,Transportation Place Name,Bridge,0,不评价
870,190308,地名地址信息,交通地名,城市快速路出口,Place Name & Address,Transportation Place Name,Urban Expressway Exit,-0.3,潜在噪音
871,190309,地名地址信息,交通地名,城市快速路入口,Place Name & Address,Transportation Place Name,Urban Expressway Entrance,-0.3,潜在噪音
872,190310,地名地址信息,交通地名,隧道,Place Name & Address,Transportation Place Name,Tunnel,0,不评价
873,190311,地名地址信息,交通地名,铁路,Place Name & Address,Transportation Place Name,Railway,-0.7,严重噪音
874,190400,地名地址信息,门牌信息,门牌信息,Place Name & Address,Address Sign,Address Sign,0,不评价
875,190401,地名地址信息,门牌信息,地名门牌,Place Name & Address,Address Sign,Placename Sign,0,不评价
876,190402,地名地址信息,门牌信息,道路门牌,Place Name & Address,Address Sign,Road Name Sign,0,不评价
877,190403,地名地址信息,门牌信息,楼栋号,Place Name & Address,Address Sign,Building Number,0,不评价
878,190500,地名地址信息,市中心,城市中心,Place Name & Address,City Center,City Center,0,不评价
879,190600,地名地址信息,标志性建筑物,标志性建筑物,Place Name & Address,Landmark Buildings,Landmark Buildings,0,不评价
880,190700,地名地址信息,热点地名,热点地名,Place Name & Address,The hot names,The hot names,0,不评价
881,200000,公共设施,公共设施,公共设施,Public Facility,Public Facility,Public Facility,0.75,便利设施
882,200100,公共设施,报刊亭,报刊亭,Public Facility,Newsstand,Newsstand,0.65,文化设施
883,200200,公共设施,公用电话,公用电话,Public Facility,Public Phone,Public Phone,0.6,基础服务
884,200300,公共设施,公共厕所,公共厕所,Public Facility,Public Toilet,Public Toilet,0.7,便利设施
885,200301,公共设施,公共厕所,男洗手间,Public Facility,Public Toilet,Male Toilet,0,内部设施
886,200302,公共设施,公共厕所,女洗手间,Public Facility,Public Toilet,Female Toilet,0,内部设施
887,200303,公共设施,公共厕所,残障洗手间/无障碍洗手间,Public Facility,Public Toilet,Wheelchair Accessible,0,内部设施
888,200304,公共设施,公共厕所,婴儿换洗间/哺乳室/母婴室,Public Facility,Public Toilet,Room of Mother and Infant,0,内部设施
889,200400,公共设施,紧急避难场所,紧急避难场所,Public Facility,Emergency Shelter,Emergency Shelter,0.8,安全设施
890,220000,事件活动,事件活动,事件活动,Incidents and Events,Incidents and Events,Incidents and Events,0,不评价
891,220100,事件活动,公众活动,公众活动,Incidents and Events,Public Event,Public Event,0,不评价
892,220101,事件活动,公众活动,节日庆典,Incidents and Events,Public Event,Festival Celebration,0,不评价
893,220102,事件活动,公众活动,展会展览,Incidents and Events,Public Event,Convention & Exposition,0,不评价
894,220103,事件活动,公众活动,体育赛事,Incidents and Events,Public Event,Sports Event,0,不评价
895,220104,事件活动,公众活动,文艺演出,Incidents and Events,Public Event,Art Performance,0,不评价
896,220105,事件活动,公众活动,大型会议,Incidents and Events,Public Event,Conference,0,不评价
897,220106,事件活动,公众活动,运营活动,Incidents and Events,Public Event,Operating Activities,0,不评价
898,220107,事件活动,公众活动,商场活动,Incidents and Events,Public Event,Marketplace Activities,0,不评价
899,220200,事件活动,突发事件,突发事件,Incidents and Events,Emergency,Emergency,0,不评价
900,220201,事件活动,突发事件,自然灾害,Incidents and Events,Emergency,Natural Disaster,0,不评价
901,220202,事件活动,突发事件,事故灾难,Incidents and Events,Emergency,Accident,0,不评价
902,220203,事件活动,突发事件,城市新闻,Incidents and Events,Emergency,City News,0,不评价
903,220204,事件活动,突发事件,公共卫生事件,Incidents and Events,Emergency,Public Health Event,0,不评价
904,220205,事件活动,突发事件,公共社会事件,Incidents and Events,Emergency,Public Social Event,0,不评价
905,970000,室内设施,室内设施,室内设施,Indoor facilities,Indoor facilities,Indoor facilities,0,不评价
906,980000,虚拟数据,虚拟数据,虚拟数据,Invented Data,Invented Data,Invented Data,0,不评价
907,980100,虚拟数据,虚拟民宿,虚拟民宿,Invented Data,Invented Home Accommodation,Invented Home Accommodation,0,不评价
908,990000,通行设施,通行设施,通行设施,Pass Facilities,Pass Facilities,Pass Facilities,0,不评价
909,991000,通行设施,建筑物门,建筑物门,Pass Facilities,Gate of Buildings,Gate of Buildings,0,不评价
910,991001,通行设施,建筑物门,建筑物正门,Pass Facilities,Gate of Buildings,Main Gate of Buildings,0,不评价
911,991400,通行设施,临街院门,临街院门,Pass Facilities,Gate of Street House,Gate of Street House,0,不评价
912,991401,通行设施,临街院门,临街院正门,Pass Facilities,Gate of Street House,Main Entrance of Street House Gate,0,不评价
913,991500,通行设施,虚拟门,虚拟门,Pass Facilities,Virtual Gate,Virtual Gate,0,不评价
914,991600,通行设施,特殊通道,特殊通道,Pass Facilities,Special corridor,Special corridor,0,不评价
915,991601,通行设施,特殊通道,无障碍电梯,Pass Facilities,Special corridor,Barrier-free elevators,0,不评价
